PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Cabin_f,Cabin_n,Cabin_s,Name_1,Name_2,GroupId,InGroupId
4243,Europa,1.0,55 Cancri e,48.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,B,178.0,S,Atrino,Crueld,4511.0,2.0
1452,Earth,0.0,TRAPPIST-1e,53.0,0.0,1015.0000000000001,0.0,0.0,0.0,1.0,0.0,G,244.00000000000003,P,Tricky,Potters,1532.9999999999998,1.0
3268,Mars,0.0,55 Cancri e,22.0,0.0,124.00000000000001,0.0,1763.0,0.0,1014.0,0.0,F,661.0,S,Basps,Horte,3511.0,1.0
6367,Europa,1.0,55 Cancri e,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,C,249.0,S,Shail,Sparsaxle,6734.0,2.0
2376,Europa,1.0,TRAPPIST-1e,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,B,78.0,P,Aldera,Glisormal,2555.0000000000005,2.0
833,Mars,0.0,TRAPPIST-1e,16.0,0.0,172.0,90.2,338.0,9.0,0.0,0.0,F,184.0,P,,,889.9999999999999,1.0
3651,Earth,0.0,55 Cancri e,19.0,0.0,0.0,47.0,0.0,263.0,384.0,1.0,E,263.0,S,Nance,Reenon,3924.0,1.0
15,Earth,0.0,TRAPPIST-1e,31.0,0.0,32.0,0.0,875.9999999999999,0.0,0.0,0.0,E,82.4,S,Justie,Pooles,12.0,1.0
1377,Europa,1.0,TRAPPIST-1e,39.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,C,56.0,S,Unukath,Proorbeng,1451.0,2.0
6338,Europa,0.0,TRAPPIST-1e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,A,67.0,P,Muonons,Sysilstict,6708.0,1.0
272,Earth,1.0,TRAPPIST-1e,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G,60.8,S,Margia,Wriggins,301.0,1.0
7103,Mars,0.0,TRAPPIST-1e,50.00000000000001,1.0,828.0,0.0,572.0,1367.0,0.0,0.0,D,236.99999999999997,P,Oate,Sune,7569.0,2.0
590,Earth,0.0,TRAPPIST-1e,34.0,0.0,0.0,0.0,0.0,88.39999999999999,0.0,1.0,G,91.0,S,Feline,Carterson,614.0,1.0
4947,Earth,0.0,TRAPPIST-1e,25.000000000000004,0.0,662.0,34.0,0.0,79.00000000000001,148.0,0.0,F,1078.0,P,Weney,Hineyley,5274.0,1.0
4345,Europa,0.0,TRAPPIST-1e,45.00000000000001,0.0,0.0,7484.0,465.0,14.0,610.0,1.0,C,175.0,S,Murzima,Freednal,4628.0,1.0
5430,Earth,1.0,TRAPPIST-1e,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G,933.0,P,Allyn,Simpsonks,5804.0,1.0
5076,Mars,0.0,TRAPPIST-1e,49.0,0.0,552.0,0.0,7.0,0.0,183.0,0.0,F,1116.0,P,Almone,Prine,5423.0,1.0
5087,Mars,0.0,TRAPPIST-1e,50.00000000000001,0.0,846.0,0.0,280.0,280.0,0.0,0.0,F,1121.0,P,Fal,Blane,5435.0,1.0
4032,Earth,1.0,PSO J318.5-22,20.999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,G,707.0,P,Noria,Carezquez,4305.0,3.0
4691,Europa,1.0,TRAPPIST-1e,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,B,165.0,P,Mediah,Gloyanthy,5004.0,1.0
3046,Europa,0.0,TRAPPIST-1e,25.000000000000004,1.0,0.0,0.0,0.0,0.0,0.0,1.0,B,121.0,S,Acruxon,Discuous,3292.0,4.0
1537,Earth,1.0,TRAPPIST-1e,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G,251.99999999999997,S,Shery,Cofferson,1630.0,2.0
1404,Mars,0.0,TRAPPIST-1e,27.0,0.0,555.0,0.0,744.0,0.0,0.0,0.0,E,91.0,P,Krus,Prist,1481.0,1.0
6813,Earth,0.0,TRAPPIST-1e,36.0,0.0,0.0,129.0,0.0,177.0,444.0,0.0,F,1382.0,S,Raque,Waterson,7194.0,1.0
3089,Earth,1.0,TRAPPIST-1e,54.99999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,G,544.0,P,Lorie,Krampbelles,3329.0,1.0
2532,Earth,0.0,TRAPPIST-1e,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G,439.0,P,Rancy,Beckeey,2720.0,2.0
4380,Earth,0.0,TRAPPIST-1e,24.0,0.0,703.0,0.0,0.0,0.0,0.0,0.0,F,876.0,S,Mael,Hayerson,4659.000000000001,1.0
4791,Europa,1.0,TRAPPIST-1e,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,C,198.0,S,Sadaton,Opshaft,5112.0,3.0
7144,Earth,0.0,TRAPPIST-1e,31.0,0.0,0.0,0.0,185.0,584.0,0.0,0.0,G,1237.0,S,Jona,Noeley,7622.0,1.0
1200,Earth,1.0,TRAPPIST-1e,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G,193.0,S,Andice,Tranciams,1281.0,1.0
554,Mars,1.0,TRAPPIST-1e,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,F,109.0,S,Muebix,Erle,583.0,1.0
8536,Earth,0.0,PSO J318.5-22,53.0,0.0,1215.0,0.0,0.0,0.0,0.0,0.0,F,1867.0,P,Chesty,Wolffy,9115.0,1.0
1751,Mars,0.0,TRAPPIST-1e,26.0,0.0,1752.0,22.0,0.0,4.0,0.0,0.0,D,64.0,S,Hone,Erflé,1864.0,1.0
1970,Earth,0.0,TRAPPIST-1e,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,130.79999999999998,S,Brinez,Bootez,2104.0,2.0
7789,Earth,0.0,55 Cancri e,18.0,0.0,2.0,83.0,576.0,37.0,0.0,0.0,F,1710.0,P,Olgary,Rocknight,8317.0,1.0
6773,Earth,0.0,PSO J318.5-22,28.0,0.0,0.0,0.0,0.0,669.0,16.0,0.0,F,1375.0,S,Troyra,Cames,7155.0,1.0
1601,Earth,0.0,55 Cancri e,47.0,0.0,0.0,574.0,0.0,0.0,68.0,1.0,F,336.0,P,Sall,Barkeretton,1699.0,1.0
8147,Earth,0.0,TRAPPIST-1e,36.0,0.0,0.0,98.0,455.99999999999994,277.0,70.0,0.0,F,1687.0,S,Sallie,Cartyernan,8709.0,1.0
3949,Mars,0.0,TRAPPIST-1e,34.0,1.0,992.0000000000001,0.0,14.0,0.0,0.0,0.0,D,145.0,P,Gocock,Floaf,4215.0,1.0
2883,Earth,1.0,TRAPPIST-1e,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G,510.0,P,Sus,Coolez,3118.0,1.0
1683,Earth,1.0,PSO J318.5-22,20.999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G,281.0,S,Francy,Garnettiz,1783.0,2.0
874,Earth,0.0,TRAPPIST-1e,24.0,0.0,174.0,0.0,0.0,630.0,0.0,0.0,F,172.0,S,Earlie,Solinez,938.0000000000001,1.0
7267,Earth,0.0,TRAPPIST-1e,22.0,0.0,0.0,3.4000000000000004,692.0,18.0,0.0,1.0,G,1259.0,S,Feline,Cofferson,7771.0,1.0
1837,Earth,1.0,TRAPPIST-1e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,G,316.0,P,Dixiel,Ryanga,1962.0,3.0
4374,Europa,1.0,TRAPPIST-1e,54.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,B,154.0,P,Rotan,Seflock,4655.0,2.0
3747,Earth,0.0,TRAPPIST-1e,45.00000000000001,0.0,1796.0,0.0,4.0,0.0,5.0,0.0,G,660.0,S,Kariel,Wolfaddox,4006.0,4.0
730,Earth,0.4,TRAPPIST-1e,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G,117.0,S,Hughy,Mclardson,770.0,3.0
8369,Earth,0.0,PSO J318.5-22,73.0,0.0,1806.0,0.0,47.0,0.0,0.0,0.0,G,1452.0,P,Ianne,Torrez,8954.0,1.0
4242,Europa,1.0,TRAPPIST-1e,25.000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,B,178.0,S,Gemmark,Crueld,4511.0,1.0
1443,Mars,0.0,TRAPPIST-1e,20.0,0.0,539.0,1269.0,38.0,0.0,0.0,1.0,F,299.0,P,Sceros,Gin,1525.0,1.0
6861,Earth,1.0,55 Cancri e,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,G,1167.0,P,Rica,Gardsondez,7257.0,1.0
8208,Europa,1.0,55 Cancri e,14.999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,B,339.0,S,,,8772.0,1.0
3732,Earth,0.0,55 Cancri e,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,G,659.0,S,Garry,Warrishales,4001.0,5.999999999999999
2717,Earth,0.0,PSO J318.5-22,32.0,0.0,0.0,0.0,736.0,0.0,0.0,0.0,F,602.0,P,Celis,Bucknersony,2910.0,1.0
4597,Earth,0.0,TRAPPIST-1e,28.0,0.0,647.0,1.0,32.0,71.0,140.0,1.0,F,933.0,S,Lorian,Bertsontry,4898.0,1.0
6676,Earth,0.0,PSO J318.5-22,36.0,0.0,56.0,98.4,81.0,0.0,468.0,0.0,F,1461.0,P,Toddie,Benney,7039.0,1.0
2279,Mars,1.0,TRAPPIST-1e,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,146.0,P,Tark,Nacke,2449.0,2.0
4400,Europa,1.0,55 Cancri e,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,C,180.0,S,Syrmion,Scerodbox,4668.0,1.0
915,Earth,1.0,TRAPPIST-1e,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,G,150.0,S,Walley,Sweekstarks,984.0,5.999999999999999
7369,Earth,0.0,TRAPPIST-1e,46.0,0.0,248.00000000000003,229.79999999999998,0.0,4.0,0.0,0.0,F,1507.0,S,Rald,Crosbornes,7881.0,1.0
256,Earth,0.0,TRAPPIST-1e,22.0,0.0,146.0,654.0,1.0,0.0,2.0,1.0,F,64.0,P,Roydo,Santin,283.0,2.0
3128,Mars,1.0,TRAPPIST-1e,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,F,638.0,S,Ran,Merie,3377.0,1.0
8197,Mars,1.0,55 Cancri e,25.000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,F,1697.0,S,Zers,Gene,8764.0,1.0
290,Earth,0.0,TRAPPIST-1e,20.999999999999996,0.0,0.0,5.0,2.9999999999999996,0.0,295.59999999999997,0.0,G,44.0,S,Garley,Bellarkerd,320.0,2.0
8200,Earth,0.0,TRAPPIST-1e,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F,1808.0,P,Hughan,Waderoachez,8770.0,1.0
2030,Earth,0.0,TRAPPIST-1e,24.0,0.0,388.0,0.0,7.0,409.0,0.0,0.0,F,433.0,P,Sergia,Camerrison,2171.0,1.0
1725,Europa,0.0,55 Cancri e,48.0,0.0,140.0,127.0,0.0,4102.0,521.0,0.0,C,61.00000000000001,P,Mirark,Scoudelle,1833.0,1.0
3470,Europa,0.0,TRAPPIST-1e,43.0,0.0,2.0,3846.0,0.0,3.0000000000000004,346.0,1.0,D,119.0,S,Zedarga,Reeddommy,3735.0,1.0
4443,Earth,0.0,55 Cancri e,27.0,0.0,865.9999999999999,0.0,0.0,0.0,23.0,0.0,G,767.0,P,Leony,Georgasey,4725.0,1.0
6179,Earth,1.0,PSO J318.5-22,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,G,1061.0,S,Mistie,Cardners,6525.0,2.0
1159,Earth,0.0,TRAPPIST-1e,18.0,0.0,2.0,1311.0,60.0,28.0,1.0,1.0,F,244.00000000000003,P,Margia,Morrodgers,1225.0,1.0
3337,Mars,0.0,TRAPPIST-1e,40.0,0.0,787.0,0.0,88.0,0.0,0.0,0.0,D,120.0,P,Terry,Concy,3587.9999999999995,2.0
8143,Earth,0.0,TRAPPIST-1e,44.0,0.0,84.0,0.0,308.0,0.0,1179.0,0.0,F,1685.0,S,Lynnie,Simpsonks,8703.0,1.0
2718,Mars,1.0,TRAPPIST-1e,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,178.0,P,Beeres,Kine,2912.0,1.0
1542,Earth,1.0,TRAPPIST-1e,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,G,261.0,P,Tyrony,Thony,1633.0,2.0
6226,Earth,0.0,TRAPPIST-1e,18.0,0.0,289.0,1809.0,2.9999999999999996,2.0,2.0,1.0,F,1260.0,S,Raque,Hornettoney,6585.0,2.0
4720,Mars,0.0,TRAPPIST-1e,16.0,0.0,1285.0,9.8,14.0,1386.0,0.0,0.0,F,958.0,S,Jayrin,Bate,5039.0,1.0
7546,Mars,1.0,TRAPPIST-1e,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,F,1544.0,S,Cinch,Min,8066.0,1.0
7955,Mars,0.0,TRAPPIST-1e,31.0,0.0,49.0,322.0,977.0,0.0,0.0,1.0,F,1743.0,P,Chios,Purte,8500.0,1.0
4277,Earth,0.0,TRAPPIST-1e,17.0,0.0,0.0,656.0,295.0,0.0,35.0,0.0,E,286.0,P,Dwin,Mirez,4557.0,1.0
5535,Mars,1.0,TRAPPIST-1e,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,F,1220.0,P,Gonut,Nutca,5900.0,3.0
3933,Earth,0.0,TRAPPIST-1e,54.99999999999999,0.0,0.0,198.0,703.0,1.0,0.0,1.0,F,787.0,S,Milly,Howenters,4199.0,1.0
4307,Mars,1.0,TRAPPIST-1e,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,F,862.0,S,Phios,Carté,4592.0,3.0
1756,Earth,0.0,TRAPPIST-1e,25.000000000000004,0.0,0.0,60.0,0.0,646.0000000000001,1115.0,0.0,G,292.0,S,Terly,Roses,1865.0,5.0
2483,Earth,0.0,55 Cancri e,13.0,0.0,0.0,0.0,0.0,4.0,810.9999999999999,1.0,F,552.0,P,Penne,Douglasen,2663.0,1.0
703,Europa,0.0,55 Cancri e,65.0,0.0,0.0,835.0,0.0,38.0,2744.4,0.0,C,28.0,S,Charmus,Inghtal,737.0,1.0
1688,Europa,1.0,55 Cancri e,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,B,57.0,P,Dhenar,Blanspe,1797.0,1.0
718,Mars,0.0,55 Cancri e,67.0,0.0,1.0,0.0,5.0,1022.0000000000001,151.0,0.0,D,33.0,P,Mins,Traie,757.0,1.0
7124,Earth,0.0,TRAPPIST-1e,18.0,0.0,0.0,0.0,0.0,1586.0,0.0,0.0,F,1450.0,S,Stelly,Wolferton,7592.0,1.0
2363,Europa,0.0,55 Cancri e,37.0,0.0,0.0,100.0,0.0,1402.0,1462.0,0.0,A,36.8,P,Alatrix,Sometery,2547.0,1.0
7162,Europa,1.0,TRAPPIST-1e,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,C,247.0,P,Terion,Quelfly,7643.0,2.0
4587,Earth,0.0,PSO J318.5-22,57.0,0.0,274.0,8.0,0.0,19.0,466.0,0.0,G,794.0,S,Thewis,Mullericer,4889.0,1.0
7711,Mars,1.0,TRAPPIST-1e,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,F,1572.0,S,Crunde,Mille,8226.0,3.0
1677,Earth,1.0,PSO J318.5-22,14.999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G,279.0,S,Stanya,Adkinson,1778.0,1.0
6852,Mars,0.0,TRAPPIST-1e,45.00000000000001,0.0,1781.0,0.0,17.0,0.0,23.0,0.0,F,1395.0,S,Pefox,Khaf,7246.0,1.0
5199,Earth,0.0,PSO J318.5-22,34.0,0.0,0.0,0.0,693.0,3.0000000000000004,77.0,1.0,G,894.0,S,Ernice,Rigginsen,5545.0,1.0
540,Europa,1.0,TRAPPIST-1e,29.999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,C,21.0,P,Izark,Hednigic,571.0,4.0
2974,Earth,0.0,TRAPPIST-1e,36.0,0.0,5.0,623.0,88.0,5.0,1.0,1.0,F,606.0,S,Derine,Bardinard,3218.0,1.0
3668,Earth,0.0,TRAPPIST-1e,37.0,0.0,772.0,0.0,839.9999999999999,1.0,5.0,0.0,E,236.99999999999997,P,Eriana,Alberts,3939.0,1.0
8667,Europa,0.0,TRAPPIST-1e,29.0,0.0,0.0,2972.0,745.8000000000001,28.0,188.00000000000003,1.0,E,597.0,P,Chain,Reedectied,9250.0,1.0
2545,Earth,0.0,TRAPPIST-1e,16.0,0.0,0.0,1115.0,0.0,1674.0,132.0,0.0,F,527.0,S,Candra,Douglasen,2730.0,2.0
6922,Europa,0.0,TRAPPIST-1e,59.99999999999999,0.0,0.0,307.0,0.0,484.0,1967.0,0.0,E,474.99999999999994,P,Giedion,Blanspe,7339.999999999999,1.0
5773,Mars,0.0,TRAPPIST-1e,28.0,0.0,828.0,0.0,72.0,6.000000000000001,0.0,0.0,F,1167.0,S,Boon,Hart,6116.0,1.0
4835,Earth,0.0,TRAPPIST-1e,16.0,0.0,0.0,1.0,0.0,808.0,61.0,0.0,F,1054.0,P,Willah,Jacostaney,5158.0,1.0
6030,Earth,0.0,TRAPPIST-1e,13.0,0.0,1144.0,0.0,5.999999999999999,0.0,0.0,0.0,F,1320.0,P,Karena,Prickmantes,6374.0,1.0
3401,Earth,0.0,TRAPPIST-1e,24.0,0.0,3.0,2053.0,335.0,0.0,4.0,1.0,E,244.99999999999997,S,Vin,Daughttley,3658.0,2.0
311,Earth,1.0,55 Cancri e,14.999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,G,59.0,P,Lynney,Chanan,346.0,1.0
5646,Earth,0.0,TRAPPIST-1e,36.0,0.0,9.0,247.0,0.0,482.0,16.0,0.0,G,970.0000000000001,P,Delley,Spencervan,6003.0,1.0
4189,Europa,0.0,55 Cancri e,43.0,0.0,0.0,39.0,327.0,4643.0,85.0,0.0,B,146.0,P,Coxan,Windend,4469.0,2.0
7234,Mars,0.0,TRAPPIST-1e,27.0,0.0,1730.0000000000002,0.0,379.0,5.0,0.0,0.0,E,502.00000000000006,P,Wins,Stik,7736.0,1.0
6267,Mars,1.0,TRAPPIST-1e,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,F,1335.4,P,Alasmon,Dischod,6634.0,2.0
680,Mars,0.0,TRAPPIST-1e,23.0,0.0,1695.0,0.0,0.0,31.0,349.00000000000006,0.0,E,42.0,P,Nute,Coflé,710.0,1.0
8017,Earth,0.0,PSO J318.5-22,20.999999999999996,0.0,4.0,3.0,149.0,17.0,442.00000000000006,0.0,G,1379.0,S,Leen,Goldendrice,8580.0,1.0
3995,Earth,0.0,55 Cancri e,44.0,0.0,0.0,0.0,608.0,0.0,90.99999999999999,0.0,F,880.0,P,Gerte,Garnes,4256.0,8.0
6333,Mars,0.0,TRAPPIST-1e,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,429.0,P,Powhex,Paie,6699.0,1.0
4960,Earth,0.0,TRAPPIST-1e,31.0,0.0,1177.0,2.0,0.0,55.0,1.0,0.0,F,1083.0,P,Bretty,Patthews,5290.0,1.0
